22:54:25.008 14.05.2015 *5DA737C7E55B5C;
22:54:32.544 14.05.2015 *5FA335AD9BC559;
22:54:42.570 14.05.2015 *5DA737C7E55B5F;
22:54:50.434 14.05.2015 *8DA737C758A3361962BF92C5BAAB;
22:54:51.353 14.05.2015 *02E1943107B2B3;
22:54:51.416 14.05.2015 *02E1943107B2B3;
22:54:51.482 14.05.2015 *8DA737C758A3129C5A11204EF184;
22:54:54.431 14.05.2015 *8DA737C758A1B29D64110AB0B043;
22:54:56.134 14.05.2015 *8DA737C79944543B08A8028A54F5;
22:54:57.577 14.05.2015 *02E19416F9A327;
22:54:59.019 14.05.2015 *02E61413DE52FB;
22:55:02.362 14.05.2015 *8DA737C7589FD2A05A10C8B98B07;
22:55:02.622 14.05.2015 *02E193BD2ADCA9;
22:55:04.589 14.05.2015 *02E193B92AE49F;
22:55:09.378 14.05.2015 *8DA737C7589F162038BEFC4A255B;
22:55:14.288 14.05.2015 *8DA737C7589D92A4C410674D09ED;
22:55:16.385 14.05.2015 *02E193952B6D75;
22:55:16.582 14.05.2015 *02E193952B6D75;
22:55:22.811 14.05.2015 *8DA737C7589BA2A7D610259B40A6;
22:55:23.791 14.05.2015 *8DA737C7589B862566BE8D47D33A;
22:55:42.465 14.05.2015 *2028199891A227;
22:55:42.989 14.05.2015 *5FA335AD9BC559;
22:55:42.991 14.05.2015 *2028199891A227;
22:55:43.252 14.05.2015 *2028199891A227;
22:55:57.735 14.05.2015 *2028199891A227;
22:56:00.880 14.05.2015 *2028199891A227;
22:56:05.467 14.05.2015 *2028199891A227;
22:56:06.123 14.05.2015 *5FA335AD9BC559;
22:56:07.039 14.05.2015 *2028199891A227;
22:56:14.644 14.05.2015 *2028199891A227;
22:56:16.673 14.05.2015 *5FA335AD9BC559;
22:56:19.032 14.05.2015 *2028199891A227;
22:56:19.229 14.05.2015 *2028199891A227;
22:56:19.293 14.05.2015 *2028199891A227;
22:56:19.294 14.05.2015 *2028199891A227;
22:56:19.294 14.05.2015 *2028199891A227;
22:56:19.295 14.05.2015 *2028199891A227;
22:56:19.295 14.05.2015 *2028199891A227;
22:56:20.604 14.05.2015 *5FA335AD9BC559;
22:56:21.850 14.05.2015 *2028199891A227;
22:56:22.702 14.05.2015 *2028199891A227;
22:56:22.767 14.05.2015 *2028199891A227;
22:56:23.883 14.05.2015 *2028199891A227;
22:56:23.883 14.05.2015 *2028199891A227;
22:56:23.884 14.05.2015 *2028199891A227;
22:56:23.884 14.05.2015 *2028199891A227;
22:56:23.884 14.05.2015 *2028199891A227;
22:56:23.885 14.05.2015 *2028199891A227;
22:56:23.885 14.05.2015 *2028199891A227;
22:56:23.886 14.05.2015 *2028199891A227;
22:56:23.886 14.05.2015 *2028199891A227;
22:56:23.887 14.05.2015 *2028199891A227;
22:56:23.887 14.05.2015 *2028199891A227;
22:56:23.888 14.05.2015 *2028199891A227;
22:56:23.888 14.05.2015 *2028199891A227;
22:56:23.888 14.05.2015 *2028199891A227;
22:56:23.947 14.05.2015 *2028199891A227;
22:56:23.948 14.05.2015 *2028199891A227;
22:56:30.107 14.05.2015 *5FA335AD9BC559;
22:56:31.025 14.05.2015 *2028199891A227;
22:56:40.724 14.05.2015 *202819976E026F;
22:56:43.081 14.05.2015 *202819976E026F;
22:56:44.266 14.05.2015 *5FA335AD9BC559;
22:56:46.490 14.05.2015 *5FA335AD9BC559;
22:56:48.653 14.05.2015 *5FA335AD9BC559;
22:56:50.488 14.05.2015 *5FA335AD9BC559;
22:56:55.403 14.05.2015 *202819936E3A59;
22:57:02.220 14.05.2015 *5FA335AD9BC559;
22:57:21.485 14.05.2015 *5FA335AD9BC551;
22:57:33.540 14.05.2015 *5FA335AD9BC551;
22:57:33.606 14.05.2015 *5FA335AD9BC551;
22:57:34.524 14.05.2015 *2028189B6047B5;
22:57:34.722 14.05.2015 *5FA335AD9BC559;
22:57:52.808 14.05.2015 *2028181B674175;
22:58:02.900 14.05.2015 *5FA335AD9BC559;
22:58:34.420 14.05.2015 *5FAA8A8784DE7B;
22:58:34.421 14.05.2015 *20280197F70945;
22:58:50.804 14.05.2015 *5FA335AD9BC559;
22:58:52.835 14.05.2015 *2028163ACD35CC;
22:58:56.570 14.05.2015 *5FA335AD9BC559;
22:59:02.074 14.05.2015 *5DAA8A87D324DC;
22:59:16.819 14.05.2015 *5DAA8A87D324D9;
22:59:16.884 14.05.2015 *5DAA8A87D324D9;
22:59:16.885 14.05.2015 *5DAA8A87D324D9;
22:59:16.950 14.05.2015 *5DAA8A87D324D9;
22:59:44.931 14.05.2015 *5FA335AD9BC559;
22:59:54.041 14.05.2015 *2028143CD10AE1;
22:59:56.005 14.05.2015 *5DAA8A87D324DC;
23:00:06.561 14.05.2015 *20281412D09F10;
23:00:07.479 14.05.2015 *5FA335AD9BC559;
23:00:40.964 14.05.2015 *5DAA8A87D324DC;
23:05:59.252 14.05.2015 *59A8DE7DC6D79F;
23:06:05.935 14.05.2015 *59A8DE7DC6D7BF;
23:06:09.800 14.05.2015 *59A8DE7DC6D7BF;
23:06:18.122 14.05.2015 *59A8DE7DC6D7BF;
23:06:27.754 14.05.2015 *59A8DE7DC6D7BF;
23:06:29.660 14.05.2015 *59A8DE7DC6D73F;
23:06:30.706 14.05.2015 *59A8DE7DC6D7BF;
23:06:31.558 14.05.2015 *59A8DE7DC6D7BF;
23:06:36.471 14.05.2015 *59A8DE7DC6D7BF;
23:06:38.241 14.05.2015 *59A8DE7DC6D7BF;
23:06:40.336 14.05.2015 *59A8DE7DC6D7BF;
23:06:42.175 14.05.2015 *59A8DE7DC6D7BF;
23:06:43.351 14.05.2015 *59A8DE7DC6D7BF;
23:06:44.271 14.05.2015 *59A8DE7DC6D7BF;
23:06:45.384 14.05.2015 *59A8DE7DC6D7BF;
23:06:47.285 14.05.2015 *59A8DE7DC6D7BF;
23:06:52.328 14.05.2015 *59A8DE7DC6D7BF;
23:06:54.230 14.05.2015 *59A8DE7DC6D7BF;
23:06:55.279 14.05.2015 *59A8DE7DC6D7BF;
23:06:56.260 14.05.2015 *59A8DE7DC6D7BF;
23:07:18.610 14.05.2015 *59A8DE7DC6D7BF;
23:07:24.635 14.05.2015 *59A8DE7DC6D7BF;
23:07:26.537 14.05.2015 *59A8DE7DC6D7BF;
23:07:30.470 14.05.2015 *59A8DE7DC6D7BF;
23:07:38.400 14.05.2015 *59A8DE7DC6D7BF;
23:07:40.235 14.05.2015 *59A8DE7DC6D7BF;
23:07:46.264 14.05.2015 *59A8DE7DC6D7BF;
23:07:47.313 14.05.2015 *59A8DE7DC6D7BF;
23:07:48.361 14.05.2015 *59A8DE7DC6D7BF;
23:07:50.524 14.05.2015 *59A8DE7DC6D7BF;
23:07:52.420 14.05.2015 *59A8DE7DC6D7BF;
23:07:54.519 14.05.2015 *59A8DE7DC6D7BF;
23:07:58.845 14.05.2015 *59A8DE7DC6D7BF;
23:08:51.991 14.05.2015 *59A8DE7DC6D7BF;
23:09:38.256 14.05.2015 *59A8DE7DC6D7BF;
23:09:40.092 14.05.2015 *59A8DE7DC6D7BF;
23:10:02.632 14.05.2015 *59A8DE7DC6D7BF;
23:10:06.172 14.05.2015 *59A8DE7DC6D7BF;
23:10:10.234 14.05.2015 *59A8DE7DC6D7BF;
23:10:22.227 14.05.2015 *59A8DE7DC6D7BF;
23:10:41.624 14.05.2015 *59A8DE7DC6D7BF;
23:10:45.488 14.05.2015 *59A8DE7DC6D7BF;
23:10:47.389 14.05.2015 *59A8DE7DC6D7BF;
23:10:55.190 14.05.2015 *59A8DE7DC6D7BF;
23:10:59.315 14.05.2015 *59A8DE7DC6D7BF;
23:11:07.314 14.05.2015 *59A8DE7DC6D7BF;
23:11:09.408 14.05.2015 *59A8DE7DC6D7BF;
23:11:13.408 14.05.2015 *59A8DE7DC6D7BF;
23:11:19.240 14.05.2015 *59A8DE7DC6D7BF;
23:11:21.272 14.05.2015 *59A8DE7DC6D7BF;
23:11:23.368 14.05.2015 *59A8DE7DC6D7BF;
23:11:25.531 14.05.2015 *59A8DE7DC6D7BF;
23:11:27.431 14.05.2015 *59A8DE7DC6D7BF;
23:11:29.263 14.05.2015 *59A8DE7DC6D7BF;
23:11:31.364 14.05.2015 *59A8DE7DC6D7BF;
23:11:39.358 14.05.2015 *59A8DE7DC6D7BF;
23:11:41.258 14.05.2015 *59A8DE7DC6D7BF;
23:11:43.156 14.05.2015 *59A8DE7DC6D7BF;
23:11:46.827 14.05.2015 *59A8DE7DC6D7BF;
23:11:48.792 14.05.2015 *59A8DE7DC6D7BF;
23:11:50.824 14.05.2015 *59A8DE7DC6D7BF;
23:11:52.530 14.05.2015 *59A8DE7DC6D7BF;
23:11:54.624 14.05.2015 *59A8DE7DC6D7BF;
23:11:58.687 14.05.2015 *59A8DE7DC6D7BF;
23:12:02.686 14.05.2015 *59A8DE7DC6D7BF;
23:12:04.782 14.05.2015 *59A8DE7DC6D7BF;
23:12:11.203 14.05.2015 *59A8DE7DC6D7BD;
23:12:13.169 14.05.2015 *59A8DE7DC6D7BF;
23:12:15.007 14.05.2015 *59A8DE7DC6D7BF;
23:12:16.973 14.05.2015 *59A8DE7DC6D7BF;
23:12:20.775 14.05.2015 *59A8DE7DC6D7BF;
23:12:23.002 14.05.2015 *59A8DE7DC6D7BF;
23:12:24.768 14.05.2015 *026181B0CFA1A3;
23:12:25.164 14.05.2015 *59A8DE7DC6D7BF;
23:12:29.357 14.05.2015 *59A8DE7DC6D7BF;
23:12:30.733 14.05.2015 *8DAB31339914B20A605887539A80;
23:12:32.375 14.05.2015 *8DAB31339914B40A805C874412F2;
23:12:41.416 14.05.2015 *59A8DE7DC6D7BB;
23:12:41.871 14.05.2015 *8DAB31339914C20B401087A2B948;
23:12:42.133 14.05.2015 *5DAB31339D19AB;
23:12:50.587 14.05.2015 *8DAB313358110269700F56360D65;
23:12:52.094 14.05.2015 *8DAB3133581112698A0F36892D19;
23:12:52.617 14.05.2015 *8DAB313358111269920F2BC5978A;
23:12:53.535 14.05.2015 *5DAB31339D19AE;
23:13:04.285 14.05.2015 *0266021A0321C7;
23:13:04.347 14.05.2015 *0266021A0321C7;
23:13:04.677 14.05.2015 *0261821B24E82D;
23:13:04.806 14.05.2015 *8DAB31335811B26A680E16DF0441;
23:13:06.117 14.05.2015 *5DAB31339D19AB;
23:13:06.184 14.05.2015 *5DAB31339D19AB;
23:13:06.248 14.05.2015 *8DAB31335811D26A820DF5C4DEDF;
23:13:06.249 14.05.2015 *0266021DFCF1E3;
23:13:06.707 14.05.2015 *8DAB31335811D26A880DEC4EB0E8;
23:13:07.821 14.05.2015 *8DAB31335811F5E8D6BC4DB5F79B;
23:13:08.412 14.05.2015 *8DAB31339994F00B409487A5B8AF;
23:13:08.674 14.05.2015 *8DAB3133581305E8E6BC39D33818;
23:13:09.721 14.05.2015 *8DAB31339994F00B4094885A18E7;
23:13:09.787 14.05.2015 *0266023202901B;
23:13:09.852 14.05.2015 *0266023202901B;
23:13:10.705 14.05.2015 *8DAB3133581345E90CBC0B6BC1E4;
23:13:10.770 14.05.2015 *8DAB31339994F00B80988872BE18;
