10:36:00.977 15.05.2015 *5FA7811E4AE1CF;
10:36:02.291 15.05.2015 *5DAABF84C46B67;
10:36:03.271 15.05.2015 *20280213EF2AAA;
10:36:06.354 15.05.2015 *5DAABF84C46B47;
10:36:06.546 15.05.2015 *5DA798C687B7FB;
10:36:07.139 15.05.2015 *5DACD0C6F38D21;
10:36:10.480 15.05.2015 *5DAABF84C46B47;
10:36:10.810 15.05.2015 *20280231EEF701;
10:36:12.448 15.05.2015 *5DAABF84C46B47;
10:36:12.971 15.05.2015 *5FA7811E4AE1CF;
10:36:13.034 15.05.2015 *5DA798C687B7F8;
10:36:13.361 15.05.2015 *58208041A0F469;
10:36:17.034 15.05.2015 *2028023E115749;
10:36:17.097 15.05.2015 *2028023E115749;
10:36:18.280 15.05.2015 *5DAABF84C46B47;
10:36:24.964 15.05.2015 *5FA7811E4AE1CF;
10:36:25.026 15.05.2015 *2028029A17A80F;
10:36:30.403 15.05.2015 *5DAABF84C46B47;
10:36:30.663 15.05.2015 *5DA798C687B7FB;
10:36:35.385 15.05.2015 *5DAABF84C46B47;
10:36:36.300 15.05.2015 *5DAABF84C46B47;
10:36:36.364 15.05.2015 *58208041A0F469;
10:36:37.021 15.05.2015 *5DA63B0A5BECEE;
10:36:37.413 15.05.2015 *5DAABF84C46B4F;
10:36:40.037 15.05.2015 *202802B9E981AD;
10:36:42.461 15.05.2015 *5DAABF84C46B47;
10:36:44.228 15.05.2015 *5DAC9F3ED09D17;
10:36:45.670 15.05.2015 *020590B8D4DB09;
10:36:46.721 15.05.2015 *020590B8D4DB09;
10:36:48.358 15.05.2015 *5DAABF84C46B47;
10:36:49.276 15.05.2015 *20280319E14B5D;
10:36:49.277 15.05.2015 *20280319E14B5D;
10:36:49.278 15.05.2015 *20280319E14B5D;
10:36:50.323 15.05.2015 *5DAABF84C46B47;
10:36:52.290 15.05.2015 *5DAABF84C46B47;
10:36:52.618 15.05.2015 *5DA798C687B7F8;
10:36:54.125 15.05.2015 *020590B8D4DB09;
10:36:54.386 15.05.2015 *5DAABF84C46B47;
10:36:58.512 15.05.2015 *5DAABF84C46B47;
10:36:59.696 15.05.2015 *020590B8D4DB09;
10:37:00.218 15.05.2015 *58208041A0F469;
10:37:00.413 15.05.2015 *58208041A0F469;
10:37:00.939 15.05.2015 *2028039619EDD5;
10:37:02.379 15.05.2015 *58208041A0F469;
10:37:02.445 15.05.2015 *5DAABF84C46B47;
10:37:02.708 15.05.2015 *020590B8D4DB09;
10:37:04.344 15.05.2015 *58208041A0F469;
10:37:04.346 15.05.2015 *5DAABF84C46B47;
10:37:05.134 15.05.2015 *58208041A0F469;
10:37:06.114 15.05.2015 *58208041A0F469;
10:37:06.574 15.05.2015 *5DA63B0A5BECED;
10:37:06.576 15.05.2015 *5DAABF84C46B44;
10:37:09.522 15.05.2015 *58208041A0F469;
10:37:10.376 15.05.2015 *5DAABF84C46B47;
10:37:10.703 15.05.2015 *202803BDE7B41B;
10:37:11.426 15.05.2015 *58208041A0F469;
10:37:12.341 15.05.2015 *2028041034EFB8;
10:37:12.474 15.05.2015 *5DAABF84C46B47;
10:37:12.475 15.05.2015 *58208041A0F469;
10:37:16.404 15.05.2015 *58208041A0F469;
10:37:16.470 15.05.2015 *5DAABF84C46B47;
10:37:16.929 15.05.2015 *20280419CB6BDD;
10:37:16.931 15.05.2015 *20280419CB6BDD;
10:37:17.254 15.05.2015 *58208041A0F469;
10:37:18.176 15.05.2015 *58208041A0F469;
10:37:18.436 15.05.2015 *5DAABF84C46B47;
10:37:18.566 15.05.2015 *5DA63B0A5BECED;
10:37:18.568 15.05.2015 *5DA63B0A5BECED;
10:37:20.073 15.05.2015 *58208041A0F469;
10:37:20.337 15.05.2015 *5DAABF84C46B47;
10:37:21.058 15.05.2015 *58208041A0F469;
10:37:21.449 15.05.2015 *5DAABF84C46B47;
10:37:22.304 15.05.2015 *5DAABF84C46B47;
10:37:22.760 15.05.2015 *58208041A0F469;
10:37:23.155 15.05.2015 *58208041A0F469;
10:37:23.157 15.05.2015 *020590B8D4DB09;
10:37:24.794 15.05.2015 *58208041A0F469;
10:37:26.301 15.05.2015 *020590B8D4DB09;
10:37:26.302 15.05.2015 *020590B8D4DB09;
10:37:26.561 15.05.2015 *58208041A0F469;
